date,indoorSense.iAQ
9/26/2020 5:00:33.268000000 PM,766
9/26/2020 5:00:35.355000000 PM,772
9/26/2020 5:00:37.444000000 PM,772
9/26/2020 5:00:39.519000000 PM,772
9/26/2020 5:00:41.605000000 PM,774
9/26/2020 5:00:43.683000000 PM,774
9/26/2020 5:00:45.764000000 PM,777
9/26/2020 5:00:47.838000000 PM,777
9/26/2020 5:00:49.919000000 PM,782
9/26/2020 5:00:52.009000000 PM,784
9/26/2020 5:00:54.098000000 PM,787
9/26/2020 5:00:56.181000000 PM,787
9/26/2020 5:00:58.251000000 PM,790
9/26/2020 5:01:00.333000000 PM,795
9/26/2020 5:01:02.412000000 PM,797
9/26/2020 5:01:04.490000000 PM,800
9/26/2020 5:01:06.597000000 PM,803
9/26/2020 5:01:10.544000000 PM,805
9/26/2020 5:01:12.621000000 PM,810
9/26/2020 5:01:14.716000000 PM,813
9/26/2020 5:01:16.791000000 PM,818
9/26/2020 5:01:18.871000000 PM,821
9/26/2020 5:01:20.954000000 PM,824
9/26/2020 5:01:23.031000000 PM,826
9/26/2020 5:01:25.113000000 PM,829
9/26/2020 5:01:27.202000000 PM,832
9/26/2020 5:01:29.297000000 PM,837
9/26/2020 5:01:31.374000000 PM,837
9/26/2020 5:01:33.456000000 PM,837
9/26/2020 5:01:35.541000000 PM,839
9/26/2020 5:01:37.625000000 PM,839
9/26/2020 5:01:39.703000000 PM,842
9/26/2020 5:01:41.788000000 PM,842
9/26/2020 5:01:43.876000000 PM,842
9/26/2020 5:01:45.957000000 PM,842
9/26/2020 5:01:48.045000000 PM,842
9/26/2020 5:01:50.300000000 PM,842
9/26/2020 5:01:52.383000000 PM,842
9/26/2020 5:01:54.468000000 PM,842
9/26/2020 5:01:56.554000000 PM,842
9/26/2020 5:01:58.646000000 PM,842
9/26/2020 5:02:00.733000000 PM,842
9/26/2020 5:02:02.815000000 PM,839
9/26/2020 5:02:04.897000000 PM,839
9/26/2020 5:02:06.978000000 PM,837
9/26/2020 5:02:09.071000000 PM,834
9/26/2020 5:02:11.157000000 PM,832
9/26/2020 5:02:13.235000000 PM,829
9/26/2020 5:02:15.315000000 PM,826
9/26/2020 5:02:17.394000000 PM,824
9/26/2020 5:02:19.475000000 PM,818
9/26/2020 5:02:21.554000000 PM,813
9/26/2020 5:02:23.649000000 PM,813
9/26/2020 5:02:25.735000000 PM,808
9/26/2020 5:02:27.838000000 PM,808
9/26/2020 5:02:29.928000000 PM,805
9/26/2020 5:02:32.007000000 PM,805
9/26/2020 5:02:35.194000000 PM,805
9/26/2020 5:02:37.314000000 PM,803
9/26/2020 5:02:39.395000000 PM,803
9/26/2020 5:02:41.474000000 PM,803
9/26/2020 5:02:43.569000000 PM,803
9/26/2020 5:02:45.659000000 PM,803
9/26/2020 5:02:47.766000000 PM,803
9/26/2020 5:02:49.843000000 PM,808
9/26/2020 5:02:51.923000000 PM,808
9/26/2020 5:02:54.003000000 PM,810
9/26/2020 5:02:56.082000000 PM,810
9/26/2020 5:02:58.172000000 PM,810
9/26/2020 5:03:00.245000000 PM,810
9/26/2020 5:03:02.318000000 PM,810
9/26/2020 5:03:04.395000000 PM,810
9/26/2020 5:03:06.475000000 PM,813
9/26/2020 5:03:08.558000000 PM,813
9/26/2020 5:03:10.643000000 PM,813
9/26/2020 5:03:12.735000000 PM,813
9/26/2020 5:03:14.818000000 PM,813
9/26/2020 5:03:16.902000000 PM,813
9/26/2020 5:03:18.985000000 PM,810
9/26/2020 5:03:21.066000000 PM,808
9/26/2020 5:03:23.148000000 PM,805
9/26/2020 5:03:25.230000000 PM,802
9/26/2020 5:03:27.328000000 PM,802
9/26/2020 5:03:29.423000000 PM,802
9/26/2020 5:03:31.509000000 PM,799
9/26/2020 5:03:33.614000000 PM,795
9/26/2020 5:03:35.708000000 PM,795
9/26/2020 5:03:37.818000000 PM,792
9/26/2020 5:03:39.904000000 PM,789
9/26/2020 5:03:41.987000000 PM,789
9/26/2020 5:03:44.068000000 PM,787
9/26/2020 5:03:46.151000000 PM,787
9/26/2020 5:03:48.238000000 PM,787
9/26/2020 5:03:50.337000000 PM,784
9/26/2020 5:03:52.416000000 PM,781
9/26/2020 5:03:54.494000000 PM,779
9/26/2020 5:03:56.575000000 PM,776
9/26/2020 5:03:58.654000000 PM,773
9/26/2020 5:04:00.736000000 PM,773
9/26/2020 5:04:02.815000000 PM,771
9/26/2020 5:04:04.893000000 PM,771
9/26/2020 5:04:06.965000000 PM,768
9/26/2020 5:04:09.054000000 PM,768
9/26/2020 5:04:11.135000000 PM,768
9/26/2020 5:04:13.217000000 PM,768
9/26/2020 5:04:15.315000000 PM,768
9/26/2020 5:04:17.392000000 PM,768
9/26/2020 5:04:19.473000000 PM,768
9/26/2020 5:04:21.551000000 PM,768
9/26/2020 5:04:23.635000000 PM,768
9/26/2020 5:04:25.725000000 PM,768
9/26/2020 5:04:27.799000000 PM,768
9/26/2020 5:04:29.886000000 PM,771
9/26/2020 5:04:31.964000000 PM,773
9/26/2020 5:04:35.138000000 PM,773
9/26/2020 5:04:37.221000000 PM,773
9/26/2020 5:04:39.300000000 PM,773
9/26/2020 5:04:41.379000000 PM,773
9/26/2020 5:04:43.450000000 PM,773
9/26/2020 5:04:45.528000000 PM,773
9/26/2020 5:04:47.611000000 PM,776
9/26/2020 5:04:49.689000000 PM,776
9/26/2020 5:04:51.766000000 PM,779
9/26/2020 5:04:53.848000000 PM,781
9/26/2020 5:04:55.941000000 PM,781
9/26/2020 5:04:58.018000000 PM,784
9/26/2020 5:05:00.098000000 PM,784
9/26/2020 5:05:02.175000000 PM,784
9/26/2020 5:05:04.259000000 PM,784
9/26/2020 5:05:06.343000000 PM,784
9/26/2020 5:05:08.423000000 PM,784
9/26/2020 5:05:10.502000000 PM,781
9/26/2020 5:05:12.586000000 PM,781
9/26/2020 5:05:14.671000000 PM,781
9/26/2020 5:05:16.751000000 PM,781
9/26/2020 5:05:18.832000000 PM,784
9/26/2020 5:05:20.937000000 PM,787
9/26/2020 5:05:23.024000000 PM,789
9/26/2020 5:05:25.104000000 PM,792
9/26/2020 5:05:27.183000000 PM,795
9/26/2020 5:05:29.267000000 PM,797
9/26/2020 5:05:31.362000000 PM,799
9/26/2020 5:05:33.446000000 PM,799
9/26/2020 5:05:35.524000000 PM,802
9/26/2020 5:05:37.602000000 PM,802
9/26/2020 5:05:39.689000000 PM,802
9/26/2020 5:05:41.773000000 PM,807
9/26/2020 5:05:43.860000000 PM,807
9/26/2020 5:05:45.940000000 PM,810
9/26/2020 5:05:48.027000000 PM,810
9/26/2020 5:05:50.104000000 PM,813
9/26/2020 5:05:52.176000000 PM,813
9/26/2020 5:05:54.267000000 PM,815
9/26/2020 5:05:56.367000000 PM,818
9/26/2020 5:05:58.472000000 PM,818
9/26/2020 5:06:00.571000000 PM,821
9/26/2020 5:06:02.664000000 PM,821
9/26/2020 5:06:04.762000000 PM,823
9/26/2020 5:06:06.860000000 PM,823
9/26/2020 5:06:08.962000000 PM,823
9/26/2020 5:06:11.064000000 PM,823
9/26/2020 5:06:13.171000000 PM,823
9/26/2020 5:06:15.290000000 PM,823
9/26/2020 5:06:17.375000000 PM,823
9/26/2020 5:06:19.463000000 PM,823
9/26/2020 5:06:21.565000000 PM,823
9/26/2020 5:06:23.667000000 PM,823
9/26/2020 5:06:25.772000000 PM,826
9/26/2020 5:06:27.864000000 PM,826
9/26/2020 5:06:29.975000000 PM,828
9/26/2020 5:06:32.283000000 PM,828
9/26/2020 5:06:34.375000000 PM,831
9/26/2020 5:06:36.464000000 PM,831
9/26/2020 5:06:38.564000000 PM,831
9/26/2020 5:06:40.656000000 PM,831
9/26/2020 5:06:42.745000000 PM,831
9/26/2020 5:06:44.836000000 PM,831
9/26/2020 5:06:46.925000000 PM,831
9/26/2020 5:06:49.019000000 PM,831
9/26/2020 5:06:51.103000000 PM,831
9/26/2020 5:06:53.200000000 PM,831
9/26/2020 5:06:55.295000000 PM,831
9/26/2020 5:06:57.502000000 PM,826
9/26/2020 5:06:59.616000000 PM,823
9/26/2020 5:07:01.719000000 PM,823
9/26/2020 5:07:03.800000000 PM,823
9/26/2020 5:07:05.883000000 PM,823
9/26/2020 5:07:07.963000000 PM,823
9/26/2020 5:07:10.041000000 PM,823
9/26/2020 5:07:12.120000000 PM,823
9/26/2020 5:07:14.203000000 PM,823
9/26/2020 5:07:16.289000000 PM,823
9/26/2020 5:07:18.376000000 PM,823
9/26/2020 5:07:20.481000000 PM,823
9/26/2020 5:07:22.556000000 PM,823
9/26/2020 5:07:24.636000000 PM,823
9/26/2020 5:07:26.716000000 PM,823
9/26/2020 5:07:28.824000000 PM,823
9/26/2020 5:07:30.912000000 PM,823
9/26/2020 5:07:34.218000000 PM,821
9/26/2020 5:07:36.300000000 PM,815
9/26/2020 5:07:38.383000000 PM,815
9/26/2020 5:07:40.465000000 PM,813
9/26/2020 5:07:42.544000000 PM,813
9/26/2020 5:07:44.623000000 PM,810
9/26/2020 5:07:46.708000000 PM,807
9/26/2020 5:07:48.794000000 PM,807
9/26/2020 5:07:50.884000000 PM,807
9/26/2020 5:07:52.967000000 PM,807
9/26/2020 5:07:55.056000000 PM,807
9/26/2020 5:07:57.137000000 PM,807
9/26/2020 5:07:59.214000000 PM,807
9/26/2020 5:08:01.296000000 PM,807
9/26/2020 5:08:03.400000000 PM,807
9/26/2020 5:08:05.475000000 PM,804
9/26/2020 5:08:07.559000000 PM,804
9/26/2020 5:08:09.634000000 PM,804
9/26/2020 5:08:11.714000000 PM,804
9/26/2020 5:08:13.794000000 PM,807
9/26/2020 5:08:15.874000000 PM,809
9/26/2020 5:08:17.957000000 PM,809
9/26/2020 5:08:20.037000000 PM,809
9/26/2020 5:08:22.109000000 PM,809
9/26/2020 5:08:24.195000000 PM,812
9/26/2020 5:08:26.276000000 PM,815
9/26/2020 5:08:28.370000000 PM,815
9/26/2020 5:08:30.465000000 PM,817
9/26/2020 5:08:32.550000000 PM,817
9/26/2020 5:08:34.635000000 PM,817
9/26/2020 5:08:36.714000000 PM,817
9/26/2020 5:08:38.808000000 PM,817
9/26/2020 5:08:40.897000000 PM,817
9/26/2020 5:08:44.248000000 PM,817
9/26/2020 5:08:46.328000000 PM,817
9/26/2020 5:08:48.413000000 PM,817
9/26/2020 5:08:50.499000000 PM,817
9/26/2020 5:08:52.579000000 PM,817
9/26/2020 5:08:54.655000000 PM,815
9/26/2020 5:08:56.738000000 PM,815
9/26/2020 5:08:58.820000000 PM,815
9/26/2020 5:09:00.895000000 PM,812
9/26/2020 5:09:02.974000000 PM,812
9/26/2020 5:09:05.058000000 PM,812
9/26/2020 5:09:07.136000000 PM,812
9/26/2020 5:09:09.219000000 PM,812
9/26/2020 5:09:11.300000000 PM,812
9/26/2020 5:09:13.385000000 PM,812
9/26/2020 5:09:15.467000000 PM,812
9/26/2020 5:09:17.548000000 PM,809
9/26/2020 5:09:19.639000000 PM,807
9/26/2020 5:09:21.726000000 PM,807
9/26/2020 5:09:23.809000000 PM,807
9/26/2020 5:09:25.888000000 PM,807
9/26/2020 5:09:27.970000000 PM,807
9/26/2020 5:09:30.061000000 PM,807
9/26/2020 5:09:32.128000000 PM,807
9/26/2020 5:09:34.206000000 PM,807
9/26/2020 5:09:36.299000000 PM,807
9/26/2020 5:09:38.381000000 PM,807
9/26/2020 5:09:40.458000000 PM,807
9/26/2020 5:09:42.544000000 PM,807
9/26/2020 5:09:44.627000000 PM,807
9/26/2020 5:09:46.712000000 PM,807
9/26/2020 5:09:48.818000000 PM,807
9/26/2020 5:09:52.776000000 PM,807
9/26/2020 5:09:54.862000000 PM,807
9/26/2020 5:09:56.951000000 PM,807
9/26/2020 5:09:59.034000000 PM,807
9/26/2020 5:10:01.115000000 PM,807
9/26/2020 5:10:03.195000000 PM,807
9/26/2020 5:10:05.277000000 PM,807
9/26/2020 5:10:07.355000000 PM,807
9/26/2020 5:10:10.949000000 PM,807
9/26/2020 5:10:13.075000000 PM,807
9/26/2020 5:10:15.169000000 PM,807
9/26/2020 5:10:17.251000000 PM,807
9/26/2020 5:10:19.340000000 PM,807
9/26/2020 5:10:21.421000000 PM,804
9/26/2020 5:10:23.507000000 PM,804
9/26/2020 5:10:25.588000000 PM,804
9/26/2020 5:10:27.666000000 PM,804
9/26/2020 5:10:29.750000000 PM,804
9/26/2020 5:10:31.827000000 PM,804
9/26/2020 5:10:33.907000000 PM,804
9/26/2020 5:10:36.004000000 PM,804
9/26/2020 5:10:38.087000000 PM,804
9/26/2020 5:10:40.165000000 PM,804
9/26/2020 5:10:42.243000000 PM,802
9/26/2020 5:10:44.321000000 PM,802
9/26/2020 5:10:46.400000000 PM,802
9/26/2020 5:10:48.478000000 PM,799
9/26/2020 5:10:50.571000000 PM,799
9/26/2020 5:10:52.647000000 PM,796
9/26/2020 5:10:54.725000000 PM,791
9/26/2020 5:10:56.810000000 PM,789
9/26/2020 5:10:58.891000000 PM,786
9/26/2020 5:11:00.983000000 PM,781
9/26/2020 5:11:03.069000000 PM,775
9/26/2020 5:11:05.163000000 PM,773
9/26/2020 5:11:07.279000000 PM,771
9/26/2020 5:11:09.367000000 PM,765
9/26/2020 5:11:11.451000000 PM,765
9/26/2020 5:11:13.533000000 PM,765
9/26/2020 5:11:15.618000000 PM,765
9/26/2020 5:11:17.721000000 PM,765
9/26/2020 5:11:20.810000000 PM,765
9/26/2020 5:11:22.888000000 PM,765
9/26/2020 5:11:24.971000000 PM,763
9/26/2020 5:11:27.051000000 PM,763
9/26/2020 5:11:29.141000000 PM,760
9/26/2020 5:11:31.218000000 PM,760
9/26/2020 5:11:33.296000000 PM,760
9/26/2020 5:11:35.376000000 PM,760
9/26/2020 5:11:37.457000000 PM,760
9/26/2020 5:11:39.535000000 PM,760
9/26/2020 5:11:41.615000000 PM,760
9/26/2020 5:11:43.700000000 PM,760
9/26/2020 5:11:45.779000000 PM,763
9/26/2020 5:11:47.854000000 PM,765
9/26/2020 5:11:49.960000000 PM,768
9/26/2020 5:11:52.039000000 PM,771
9/26/2020 5:11:54.118000000 PM,773
9/26/2020 5:11:56.222000000 PM,778
9/26/2020 5:11:58.321000000 PM,783
9/26/2020 5:12:02.832000000 PM,789
9/26/2020 5:12:04.905000000 PM,807
9/26/2020 5:12:06.983000000 PM,815
9/26/2020 5:12:09.062000000 PM,825
9/26/2020 5:12:11.141000000 PM,831
9/26/2020 5:12:13.217000000 PM,838
9/26/2020 5:12:15.295000000 PM,844
9/26/2020 5:12:17.375000000 PM,849
9/26/2020 5:12:19.458000000 PM,854
9/26/2020 5:12:21.535000000 PM,859
9/26/2020 5:12:23.626000000 PM,865
9/26/2020 5:12:25.707000000 PM,867
9/26/2020 5:12:27.786000000 PM,873
9/26/2020 5:12:29.868000000 PM,873
9/26/2020 5:12:31.943000000 PM,872
9/26/2020 5:12:34.024000000 PM,875
9/26/2020 5:12:36.122000000 PM,875
9/26/2020 5:12:38.218000000 PM,872
9/26/2020 5:12:41.349000000 PM,872
9/26/2020 5:12:43.435000000 PM,869
9/26/2020 5:12:45.515000000 PM,867
9/26/2020 5:12:47.597000000 PM,864
9/26/2020 5:12:49.687000000 PM,861
9/26/2020 5:12:51.775000000 PM,856
9/26/2020 5:12:53.855000000 PM,848
9/26/2020 5:12:55.935000000 PM,843
9/26/2020 5:12:58.019000000 PM,838
9/26/2020 5:13:00.093000000 PM,833
9/26/2020 5:13:02.252000000 PM,827
9/26/2020 5:13:04.335000000 PM,822
9/26/2020 5:13:06.418000000 PM,819
9/26/2020 5:13:08.501000000 PM,819
9/26/2020 5:13:10.578000000 PM,817
9/26/2020 5:13:12.654000000 PM,817
9/26/2020 5:13:14.736000000 PM,817
9/26/2020 5:13:16.815000000 PM,817
9/26/2020 5:13:18.900000000 PM,817
9/26/2020 5:13:20.983000000 PM,817
9/26/2020 5:13:23.074000000 PM,817
9/26/2020 5:13:25.156000000 PM,817
9/26/2020 5:13:27.238000000 PM,812
9/26/2020 5:13:29.329000000 PM,809
9/26/2020 5:13:31.424000000 PM,806
9/26/2020 5:13:35.365000000 PM,806
9/26/2020 5:13:37.453000000 PM,806
9/26/2020 5:13:39.534000000 PM,804
9/26/2020 5:13:41.614000000 PM,798
9/26/2020 5:13:43.697000000 PM,798
9/26/2020 5:13:45.783000000 PM,798
9/26/2020 5:13:47.864000000 PM,798
9/26/2020 5:13:49.953000000 PM,798
9/26/2020 5:13:52.034000000 PM,798
9/26/2020 5:13:54.123000000 PM,796
9/26/2020 5:13:56.205000000 PM,796
9/26/2020 5:13:58.284000000 PM,796
9/26/2020 5:14:00.378000000 PM,796
9/26/2020 5:14:02.463000000 PM,796
9/26/2020 5:14:04.552000000 PM,796
9/26/2020 5:14:06.631000000 PM,796
9/26/2020 5:14:08.712000000 PM,793
9/26/2020 5:14:10.791000000 PM,793
9/26/2020 5:14:12.871000000 PM,793
9/26/2020 5:14:14.961000000 PM,793
9/26/2020 5:14:17.039000000 PM,793
9/26/2020 5:14:19.120000000 PM,793
9/26/2020 5:14:21.215000000 PM,793
9/26/2020 5:14:23.296000000 PM,793
9/26/2020 5:14:25.388000000 PM,791
9/26/2020 5:14:27.480000000 PM,791
9/26/2020 5:14:29.558000000 PM,791
9/26/2020 5:14:31.638000000 PM,791
9/26/2020 5:14:33.727000000 PM,791
9/26/2020 5:14:35.845000000 PM,793
9/26/2020 5:14:37.924000000 PM,793
9/26/2020 5:14:40.050000000 PM,793
9/26/2020 5:14:43.406000000 PM,793
9/26/2020 5:14:45.478000000 PM,796
9/26/2020 5:14:47.562000000 PM,801
9/26/2020 5:14:49.638000000 PM,806
9/26/2020 5:14:51.719000000 PM,812
9/26/2020 5:14:53.799000000 PM,817
9/26/2020 5:14:55.880000000 PM,822
9/26/2020 5:14:57.964000000 PM,827
9/26/2020 5:15:00.049000000 PM,833
9/26/2020 5:15:02.123000000 PM,838
9/26/2020 5:15:04.204000000 PM,840
9/26/2020 5:15:06.283000000 PM,840
9/26/2020 5:15:08.365000000 PM,843
9/26/2020 5:15:10.445000000 PM,843
9/26/2020 5:15:12.523000000 PM,843
9/26/2020 5:15:14.620000000 PM,843
9/26/2020 5:15:16.708000000 PM,840
9/26/2020 5:15:19.927000000 PM,838
9/26/2020 5:15:22.031000000 PM,835
9/26/2020 5:15:24.139000000 PM,833
9/26/2020 5:15:26.229000000 PM,830
9/26/2020 5:15:29.422000000 PM,830
9/26/2020 5:15:31.506000000 PM,830
9/26/2020 5:15:33.582000000 PM,830
9/26/2020 5:15:35.727000000 PM,830
9/26/2020 5:15:37.808000000 PM,830
9/26/2020 5:15:39.895000000 PM,830
9/26/2020 5:15:41.977000000 PM,830
9/26/2020 5:15:44.057000000 PM,833
9/26/2020 5:15:46.140000000 PM,835
9/26/2020 5:15:48.217000000 PM,840
9/26/2020 5:15:50.311000000 PM,840
9/26/2020 5:15:52.396000000 PM,843
9/26/2020 5:15:54.596000000 PM,846
9/26/2020 5:15:56.680000000 PM,851
9/26/2020 5:15:58.758000000 PM,853
9/26/2020 5:16:00.838000000 PM,859
9/26/2020 5:16:02.918000000 PM,867
9/26/2020 5:16:04.995000000 PM,867
9/26/2020 5:16:07.090000000 PM,867
9/26/2020 5:16:09.182000000 PM,867
9/26/2020 5:16:11.259000000 PM,867
9/26/2020 5:16:13.339000000 PM,867
9/26/2020 5:16:15.427000000 PM,867
9/26/2020 5:16:17.509000000 PM,872
9/26/2020 5:16:19.594000000 PM,877
9/26/2020 5:16:21.670000000 PM,883
9/26/2020 5:16:23.752000000 PM,886
9/26/2020 5:16:25.839000000 PM,888
9/26/2020 5:16:27.923000000 PM,891
9/26/2020 5:16:30.003000000 PM,896
9/26/2020 5:16:32.091000000 PM,899
9/26/2020 5:16:34.176000000 PM,904
9/26/2020 5:16:36.258000000 PM,907
9/26/2020 5:16:38.339000000 PM,907
9/26/2020 5:16:40.435000000 PM,907
9/26/2020 5:16:42.534000000 PM,907
9/26/2020 5:16:44.629000000 PM,912
9/26/2020 5:16:46.707000000 PM,915
9/26/2020 5:16:48.800000000 PM,915
9/26/2020 5:16:50.895000000 PM,915
9/26/2020 5:16:52.991000000 PM,915
9/26/2020 5:16:55.088000000 PM,915
9/26/2020 5:16:57.199000000 PM,915
9/26/2020 5:16:59.287000000 PM,915
9/26/2020 5:17:01.394000000 PM,915
9/26/2020 5:17:03.486000000 PM,914
9/26/2020 5:17:05.594000000 PM,914
9/26/2020 5:17:07.695000000 PM,914
9/26/2020 5:17:09.787000000 PM,914
9/26/2020 5:17:11.892000000 PM,914
9/26/2020 5:17:13.992000000 PM,914
9/26/2020 5:17:16.089000000 PM,920
9/26/2020 5:17:18.194000000 PM,920
9/26/2020 5:17:20.329000000 PM,920
9/26/2020 5:17:22.452000000 PM,922
9/26/2020 5:17:24.530000000 PM,922
9/26/2020 5:17:26.637000000 PM,925
9/26/2020 5:17:28.740000000 PM,925
9/26/2020 5:17:31.978000000 PM,928
9/26/2020 5:17:34.056000000 PM,933
9/26/2020 5:17:36.142000000 PM,936
9/26/2020 5:17:38.227000000 PM,936
9/26/2020 5:17:40.314000000 PM,936
9/26/2020 5:17:42.387000000 PM,941
9/26/2020 5:17:44.469000000 PM,944
9/26/2020 5:17:46.547000000 PM,947
9/26/2020 5:17:48.627000000 PM,947
9/26/2020 5:17:50.708000000 PM,950
9/26/2020 5:17:52.787000000 PM,950
9/26/2020 5:17:54.868000000 PM,950
9/26/2020 5:17:56.950000000 PM,952
9/26/2020 5:17:59.033000000 PM,955
9/26/2020 5:18:01.114000000 PM,952
9/26/2020 5:18:03.199000000 PM,955
9/26/2020 5:18:05.279000000 PM,958
9/26/2020 5:18:07.360000000 PM,958
9/26/2020 5:18:09.447000000 PM,958
9/26/2020 5:18:11.527000000 PM,955
9/26/2020 5:18:13.606000000 PM,955
9/26/2020 5:18:15.688000000 PM,955
9/26/2020 5:18:17.774000000 PM,958
9/26/2020 5:18:19.872000000 PM,958
9/26/2020 5:18:21.947000000 PM,958
9/26/2020 5:18:24.041000000 PM,958
9/26/2020 5:18:26.136000000 PM,958
9/26/2020 5:18:29.502000000 PM,960
9/26/2020 5:18:31.594000000 PM,960
9/26/2020 5:18:33.672000000 PM,960
9/26/2020 5:18:35.760000000 PM,960
9/26/2020 5:18:37.851000000 PM,960
9/26/2020 5:18:39.933000000 PM,958
9/26/2020 5:18:42.011000000 PM,958
9/26/2020 5:18:44.095000000 PM,958
9/26/2020 5:18:46.172000000 PM,958
9/26/2020 5:18:48.252000000 PM,958
9/26/2020 5:18:50.336000000 PM,958
9/26/2020 5:18:52.412000000 PM,960
9/26/2020 5:18:54.500000000 PM,960
9/26/2020 5:18:56.583000000 PM,960
9/26/2020 5:18:58.663000000 PM,960
9/26/2020 5:19:00.744000000 PM,960
9/26/2020 5:19:02.826000000 PM,960
9/26/2020 5:19:04.897000000 PM,960
9/26/2020 5:19:06.971000000 PM,960
9/26/2020 5:19:09.057000000 PM,960
9/26/2020 5:19:11.143000000 PM,960
9/26/2020 5:19:13.223000000 PM,960
9/26/2020 5:19:15.307000000 PM,960
9/26/2020 5:19:17.383000000 PM,958
9/26/2020 5:19:19.461000000 PM,958
9/26/2020 5:19:21.549000000 PM,958
9/26/2020 5:19:23.642000000 PM,960
9/26/2020 5:19:25.726000000 PM,958
9/26/2020 5:19:27.904000000 PM,958
9/26/2020 5:19:29.982000000 PM,958
9/26/2020 5:19:32.064000000 PM,958
9/26/2020 5:19:34.151000000 PM,958
9/26/2020 5:19:36.235000000 PM,958
9/26/2020 5:19:38.321000000 PM,958
9/26/2020 5:19:40.399000000 PM,958
9/26/2020 5:19:42.484000000 PM,955
9/26/2020 5:19:44.575000000 PM,955
9/26/2020 5:19:46.690000000 PM,955
9/26/2020 5:19:48.782000000 PM,955
9/26/2020 5:19:50.870000000 PM,955
9/26/2020 5:19:52.953000000 PM,955
9/26/2020 5:19:55.041000000 PM,955
9/26/2020 5:19:57.147000000 PM,955
9/26/2020 5:19:59.245000000 PM,955
9/26/2020 5:20:01.344000000 PM,955
9/26/2020 5:20:03.428000000 PM,955
9/26/2020 5:20:05.511000000 PM,955
9/26/2020 5:20:07.601000000 PM,955
9/26/2020 5:20:09.704000000 PM,955
9/26/2020 5:20:11.804000000 PM,955
9/26/2020 5:20:13.899000000 PM,955
9/26/2020 5:20:15.992000000 PM,955
9/26/2020 5:20:18.100000000 PM,955
9/26/2020 5:20:20.206000000 PM,955
9/26/2020 5:20:22.307000000 PM,955
9/26/2020 5:20:24.401000000 PM,958
9/26/2020 5:20:26.500000000 PM,958
9/26/2020 5:20:28.610000000 PM,958
9/26/2020 5:20:32.053000000 PM,958
9/26/2020 5:20:34.133000000 PM,958
9/26/2020 5:20:36.211000000 PM,958
9/26/2020 5:20:38.292000000 PM,958
9/26/2020 5:20:40.382000000 PM,958
9/26/2020 5:20:42.461000000 PM,955
9/26/2020 5:20:44.598000000 PM,955
9/26/2020 5:20:46.679000000 PM,958
9/26/2020 5:20:48.763000000 PM,958
9/26/2020 5:20:50.844000000 PM,958
9/26/2020 5:20:52.928000000 PM,958
9/26/2020 5:20:55.020000000 PM,958
9/26/2020 5:20:57.099000000 PM,958
9/26/2020 5:20:59.187000000 PM,963
9/26/2020 5:21:01.269000000 PM,965
9/26/2020 5:21:03.347000000 PM,969
9/26/2020 5:21:05.427000000 PM,971
9/26/2020 5:21:07.511000000 PM,971
9/26/2020 5:21:09.590000000 PM,971
9/26/2020 5:21:11.672000000 PM,974
9/26/2020 5:21:13.762000000 PM,977
9/26/2020 5:21:15.848000000 PM,977
9/26/2020 5:21:17.926000000 PM,979
9/26/2020 5:21:20.015000000 PM,979
9/26/2020 5:21:22.087000000 PM,982
9/26/2020 5:21:24.167000000 PM,985
9/26/2020 5:21:26.253000000 PM,988
9/26/2020 5:21:28.334000000 PM,988
9/26/2020 5:21:30.420000000 PM,988
9/26/2020 5:21:32.501000000 PM,988
9/26/2020 5:21:34.579000000 PM,990
9/26/2020 5:21:36.666000000 PM,990
9/26/2020 5:21:38.755000000 PM,992
9/26/2020 5:21:40.843000000 PM,995
9/26/2020 5:21:42.931000000 PM,998
9/26/2020 5:21:45.012000000 PM,1001
9/26/2020 5:21:47.098000000 PM,1001
9/26/2020 5:21:49.180000000 PM,1003
9/26/2020 5:21:51.266000000 PM,1003
9/26/2020 5:21:53.350000000 PM,1003
9/26/2020 5:21:55.463000000 PM,1003
9/26/2020 5:21:57.551000000 PM,1003
9/26/2020 5:21:59.645000000 PM,1003
9/26/2020 5:22:03.592000000 PM,1001
9/26/2020 5:22:05.674000000 PM,1001
9/26/2020 5:22:07.749000000 PM,998
9/26/2020 5:22:09.824000000 PM,998
9/26/2020 5:22:11.944000000 PM,998
9/26/2020 5:22:14.022000000 PM,998
9/26/2020 5:22:16.099000000 PM,998
9/26/2020 5:22:18.191000000 PM,995
9/26/2020 5:22:20.271000000 PM,995
9/26/2020 5:22:22.354000000 PM,995
9/26/2020 5:22:24.438000000 PM,995
9/26/2020 5:22:26.525000000 PM,995
9/26/2020 5:22:28.612000000 PM,998
9/26/2020 5:22:30.692000000 PM,998
9/26/2020 5:22:32.774000000 PM,998
9/26/2020 5:22:34.864000000 PM,998
9/26/2020 5:22:36.950000000 PM,998
9/26/2020 5:22:39.036000000 PM,998
9/26/2020 5:22:41.112000000 PM,998
9/26/2020 5:22:43.195000000 PM,998
9/26/2020 5:22:45.271000000 PM,998
9/26/2020 5:22:47.351000000 PM,998
9/26/2020 5:22:49.433000000 PM,995
9/26/2020 5:22:51.521000000 PM,992
9/26/2020 5:22:53.606000000 PM,992
9/26/2020 5:22:55.691000000 PM,992
9/26/2020 5:22:57.777000000 PM,992
9/26/2020 5:22:59.857000000 PM,992
9/26/2020 5:23:01.945000000 PM,990
